date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2022-09-15,US_HI_15009,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA,0,2184447,0,1987296,0,5420812,,,0,1094555,0,3085024,,,0,727433,0,2154365,,,0,164670,0,180348,,,,,,
2022-09-15,US_IA_19001,,,0,3568,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19003,,,0,2050,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19005,,,0,7488,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19007,,,0,5995,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19009,,,0,3248,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19011,,,0,15316,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19013,,,0,80578,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19015,,,0,17173,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19017,,,0,15262,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19019,,,0,11529,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19021,,,0,13723,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19023,,,0,8404,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19025,,,0,5840,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19027,,,0,12610,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19029,,,0,7569,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19031,,,0,11357,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19033,,,0,27271,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19035,,,0,6053,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19037,,,0,6658,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19039,,,0,5228,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19041,,,0,8454,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19043,,,0,8548,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19045,,,0,25801,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19047,,,0,9236,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19049,,,0,63562,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19051,,,0,3374,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19053,,,0,3287,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19055,,,0,9439,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19057,,,0,20443,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19059,,,0,10308,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19061,,,0,63754,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19063,,,0,4922,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19065,,,0,10848,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19067,,,0,8425,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19069,,,0,5573,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19071,,,0,3761,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19073,,,0,5265,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19075,,,0,7707,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19077,,,0,6317,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19079,,,0,9526,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19081,,,0,5372,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19083,,,0,9541,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19085,,,0,7431,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19087,,,0,10977,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19089,,,0,4846,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19091,,,0,4849,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19093,,,0,3395,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19095,,,0,10267,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19097,,,0,10455,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19099,,,0,22059,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19101,,,0,8965,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19103,,,0,112156,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19105,,,0,12261,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19107,,,0,4835,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19109,,,0,7798,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19111,,,0,17549,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19113,,,0,153493,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19115,,,0,5951,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19117,,,0,3941,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19119,,,0,5024,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19121,,,0,8936,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19123,,,0,9965,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19125,,,0,17896,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19127,,,0,26565,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19129,,,0,8771,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19131,,,0,5234,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19133,,,0,4721,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19135,,,0,3611,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19137,,,0,5750,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19139,,,0,26323,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19141,,,0,7015,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19143,,,0,2728,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19145,,,0,8200,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19147,,,0,4593,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19149,,,0,13425,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19151,,,0,3508,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19153,,,0,337802,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19155,,,0,54964,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19157,,,0,11018,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19159,,,0,2612,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19161,,,0,5202,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19163,,,0,107937,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19165,,,0,6903,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19167,,,0,14783,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19169,,,0,62319,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19171,,,0,10732,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19173,,,0,2921,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19175,,,0,6379,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19177,,,0,2996,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19179,,,0,17906,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19181,,,0,31270,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19183,,,0,12668,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19185,,,0,2742,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19187,,,0,20985,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19189,,,0,5508,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19191,,,0,12709,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19193,,,0,59609,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19195,,,0,3872,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IA_19197,,,0,7334,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID,0,1116521,0,985999,0,2591037,,,0,564672,0,1516146,,,0,337578,0,980707,,,0,82697,0,89584,,,,,,
2022-09-15,US_ID_16001,,,0,317132,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16003,,,0,1911,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16005,,,0,46947,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16007,,,0,2884,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16009,,,0,4997,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16011,,,0,23089,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16013,,,0,19229,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16015,,,0,2673,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16017,,,0,20082,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16019,,,0,64976,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16021,,,0,4387,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16023,,,0,1300,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16025,,,0,485,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16027,,,0,109140,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16029,,,0,2918,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16031,,,0,10592,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16033,,,0,364,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16035,,,0,3802,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16037,,,0,2070,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16039,,,0,15366,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16041,,,0,6333,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16043,,,0,6052,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16045,,,0,7384,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16047,,,0,6859,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16049,,,0,5204,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16051,,,0,13087,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16053,,,0,11508,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16055,,,0,78351,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16057,,,0,24325,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16059,,,0,3862,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16061,,,0,2047,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16063,,,0,2266,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16065,,,0,22352,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16067,,,0,9256,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16069,,,0,23354,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16071,,,0,2135,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16073,,,0,4278,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16075,,,0,7782,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16077,,,0,4012,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16079,,,0,5635,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16081,,,0,7732,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16083,,,0,44241,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16085,,,0,7205,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ID_16087,,,0,4149,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL,0,9792215,0,8824657,0,23876285,,,0,5330839,0,14701382,,,0,2856371,0,8457680,,,0,626696,0,684188,,,,,,
2022-09-15,US_IL_17001,,,0,34668,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17003,,,0,1976,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17005,,,0,9179,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17007,,,0,33207,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17009,,,0,3568,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17011,,,0,18947,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17013,,,0,2502,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17015,,,0,9537,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17017,,,0,7638,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17019,,,0,138509,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17021,,,0,16053,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17023,,,0,7851,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17025,,,0,5119,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17027,,,0,22711,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17029,,,0,23768,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17031,,,0,3796046,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17033,,,0,9727,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17035,,,0,4299,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17037,,,0,60138,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17039,,,0,8399,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17041,,,0,9740,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17043,,,0,720754,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17045,,,0,8565,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17047,,,0,2627,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17049,,,0,16926,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17051,,,0,7833,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17053,,,0,7595,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17055,,,0,17554,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17057,,,0,19977,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17059,,,0,2701,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17061,,,0,5771,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17063,,,0,29904,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17065,,,0,3245,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17067,,,0,8827,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17069,,,0,1629,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17071,,,0,3384,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17073,,,0,29453,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17075,,,0,14042,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17077,,,0,30089,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17079,,,0,4074,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17081,,,0,18031,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17083,,,0,12309,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17085,,,0,17002,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17087,,,0,6558,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17089,,,0,362571,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17091,,,0,58484,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17093,,,0,90482,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17095,,,0,29857,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17097,,,0,557415,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17099,,,0,64214,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17101,,,0,6516,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17103,,,0,20645,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17105,,,0,18319,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17107,,,0,15570,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17109,,,0,14526,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17111,,,0,209535,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17113,,,0,111284,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17115,,,0,56173,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17117,,,0,24888,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17119,,,0,166314,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17121,,,0,17294,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17123,,,0,6629,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17125,,,0,7284,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17127,,,0,5784,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17129,,,0,7063,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17131,,,0,9481,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17133,,,0,21951,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17135,,,0,14806,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17137,,,0,18651,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17139,,,0,6474,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17141,,,0,29772,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17143,,,0,111929,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17145,,,0,10772,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17147,,,0,10323,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17149,,,0,6476,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17151,,,0,1512,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17153,,,0,2343,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17155,,,0,3343,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17157,,,0,16795,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17159,,,0,7575,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17161,,,0,85118,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17163,,,0,167370,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17165,,,0,11585,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17167,,,0,128670,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17169,,,0,3816,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17171,,,0,2109,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17173,,,0,9199,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17175,,,0,2902,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17177,,,0,27558,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17179,,,0,78918,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17181,,,0,9609,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17183,,,0,35237,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17185,,,0,5797,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17187,,,0,8490,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17189,,,0,8243,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17191,,,0,6468,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17193,,,0,7155,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17195,,,0,32453,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17197,,,0,475426,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17199,,,0,37595,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17201,,,0,167377,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IL_17203,,,0,21306,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN,0,4254471,0,3827605,0,10299191,,,0,2241791,0,6230648,,,0,1286331,0,3717008,,,0,289975,0,316200,,,,,,
2022-09-15,US_IN_18001,,,0,12248,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18003,,,0,206206,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18005,,,0,52745,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18007,,,0,3804,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18009,,,0,5766,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18011,,,0,49754,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18013,,,0,7942,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18015,,,0,7658,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18017,,,0,17965,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18019,,,0,74122,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18021,,,0,15356,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18023,,,0,16262,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18025,,,0,4077,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18027,,,0,11323,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18029,,,0,31851,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18031,,,0,13171,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18033,,,0,18962,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18035,,,0,57182,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18037,,,0,25183,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18039,,,0,92178,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18041,,,0,9646,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18043,,,0,46071,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18045,,,0,7888,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18047,,,0,8969,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18049,,,0,8244,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18051,,,0,16100,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18053,,,0,28536,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_IN_18055,,,0,13603,,,,,,,,,,,,,,,,,,,,,,,,,,
